status_conta,duracao_mes,hist_credito,proposito,qtdd_credito,reserva,temp_man_empr_atual,percen_tx_rendim_disp,genero,estado_civil,dev_fiadores,tempo_res_atual,patrimonio,idade_anos,outros_par,habitacao,n_creditos,status_ocupacional,n_corresponsaveis,telefone,estrangeiro,classe,ID
Negativo,11,conta crítica/outros créditos existentes (não neste banco),carro (novo),3905,< 100,1 - 4,2,Homem, solteiro,nenhum,2,imobiliária,36,nenhum,alugada,2,funcionário/funcionário qualificado,2,Nenhum,Sim,Bom,457
Negativo,12,créditos existentes pagos devidamente até agora,carro (usado),3386,< 100,> 7,3,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,35,nenhum,de graça,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,458
Negativo,6,créditos existentes pagos devidamente até agora,eletrodomésticos,343,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,1,imobiliária,27,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,459
Inexistente,18,créditos existentes pagos devidamente até agora,rádio/televisão,4594,< 100,...<1ano,3,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",32,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,460
Negativo,36,créditos existentes pagos devidamente até agora,móveis/equipamentos,3620,< 100,1 - 4,1,Homem, solteiro,fiador,2,contrato de poupança/seguro de vida da sociedade civil,37,nenhum,própria,1,funcionário/funcionário qualificado,2,Nenhum,Sim,Bom,461
Negativo,15,créditos existentes pagos devidamente até agora,carro (novo),1721,< 100,...<1ano,2,Homem, solteiro,nenhum,3,imobiliária,36,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,462
Regular,12,créditos existentes pagos devidamente até agora,móveis/equipamentos,3017,< 100,...<1ano,3,Mulher,uniao registrada,nenhum,1,imobiliária,34,nenhum,alugada,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,Nenhum,Sim,Bom,463
Regular,12,créditos existentes pagos devidamente até agora,reciclagem,754,desconhecido/semcontapoupança,> 7,4,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,38,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,464
Inexistente,18,créditos existentes pagos devidamente até agora,negócios,1950,< 100,4 - 7,4,Homem, solteiro,nenhum,1,"carro ou outro, não em conta poupança/títulos",34,lojas,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,465
Negativo,24,créditos existentes pagos devidamente até agora,carro (usado),2924,< 100,1 - 4,3,Homem, solteiro,fiador,4,desconhecido/sem propriedade,63,banco,própria,1,funcionário/funcionário qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,466
Negativo,24,atraso no pagamento no passado,rádio/televisão,1659,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",29,nenhum,alugada,1,não qualificado - residente,1,"Sim, registrado em nome do cliente",Sim,Ruim,467
Inexistente,48,atraso no pagamento no passado,rádio/televisão,7238,desconhecido/semcontapoupança,> 7,3,Homem, solteiro,nenhum,3,"carro ou outro, não em conta poupança/títulos",32,banco,própria,2,funcionário/funcionário qualificado,2,Nenhum,Sim,Bom,468
Inexistente,33,atraso no pagamento no passado,negócios,2764,< 100,1 - 4,2,Mulher,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",26,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,469
Inexistente,24,atraso no pagamento no passado,carro (usado),4679,< 100,4 - 7,3,Homem, solteiro,nenhum,3,"carro ou outro, não em conta poupança/títulos",35,nenhum,própria,2,não qualificado - residente,1,"Sim, registrado em nome do cliente",Sim,Bom,470
Regular,24,créditos existentes pagos devidamente até agora,rádio/televisão,3092,100 - 500,...<1ano,3,Homem,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",22,nenhum,alugada,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,471
Negativo,6,créditos existentes pagos devidamente até agora,educação,448,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,23,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,472
Negativo,9,créditos existentes pagos devidamente até agora,carro (novo),654,< 100,1 - 4,4,Homem, solteiro,nenhum,3,"carro ou outro, não em conta poupança/títulos",28,nenhum,própria,1,não qualificado - residente,1,Nenhum,Sim,Ruim,473
Inexistente,6,créditos existentes pagos devidamente até agora,reciclagem,1238,desconhecido/semcontapoupança,desempregado,4,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,36,nenhum,própria,1,gestão / autônomo / funcionário / diretor altamente qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,474
Regular,18,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1245,< 100,1 - 4,4,Homem,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",33,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,475
Negativo,18,nenhum crédito obtido/todos os créditos pagos devidamente,móveis/equipamentos,3114,< 100,...<1ano,1,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,26,nenhum,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,476
Inexistente,39,créditos existentes pagos devidamente até agora,carro (usado),2569,500 - 1000,1 - 4,4,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",24,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,477
Alto,24,créditos existentes pagos devidamente até agora,rádio/televisão,5152,< 100,4 - 7,4,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",25,banco,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,478
Regular,12,créditos existentes pagos devidamente até agora,negócios,1037,100 - 500,4 - 7,3,Homem, solteiro,nenhum,4,imobiliária,39,nenhum,própria,1,não qualificado - residente,1,Nenhum,Sim,Bom,479
Negativo,15,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,1478,< 100,> 7,4,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",44,nenhum,própria,2,funcionário/funcionário qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,480
Regular,12,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,3573,< 100,1 - 4,1,Mulher,uniao registrada,nenhum,1,imobiliária,23,nenhum,própria,1,não qualificado - residente,1,Nenhum,Sim,Bom,481
Regular,24,créditos existentes pagos devidamente até agora,carro (novo),1201,< 100,...<1ano,4,Homem, solteiro,nenhum,1,contrato de poupança/seguro de vida da sociedade civil,26,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,482
Negativo,30,créditos existentes pagos devidamente até agora,móveis/equipamentos,3622,> 1000,> 7,4,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,57,nenhum,alugada,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,483
Inexistente,15,atraso no pagamento no passado,móveis/equipamentos,960,> 1000,4 - 7,3,Mulher,uniao registrada,nenhum,2,contrato de poupança/seguro de vida da sociedade civil,30,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,484
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),carro (novo),1163,500 - 1000,1 - 4,4,Homem, solteiro,nenhum,4,imobiliária,44,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,485
Regular,6,atraso no pagamento no passado,carro (novo),1209,< 100,desempregado,4,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,47,nenhum,própria,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,486
Inexistente,12,créditos existentes pagos devidamente até agora,rádio/televisão,3077,< 100,1 - 4,2,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",52,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,487
Inexistente,24,créditos existentes pagos devidamente até agora,carro (novo),3757,< 100,> 7,4,Mulher,uniao registrada,co-requerente,4,desconhecido/sem propriedade,62,nenhum,de graça,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,488
Inexistente,10,créditos existentes pagos devidamente até agora,carro (novo),1418,100 - 500,1 - 4,3,Homem, solteiro,nenhum,2,imobiliária,35,nenhum,alugada,1,não qualificado - residente,1,Nenhum,Não,Bom,489
Inexistente,6,créditos existentes pagos devidamente até agora,carro (novo),3518,< 100,1 - 4,2,Homem, solteiro,fiador,3,contrato de poupança/seguro de vida da sociedade civil,26,nenhum,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,490
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1934,< 100,> 7,2,Homem, solteiro,nenhum,2,desconhecido/sem propriedade,26,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,491
Regular,27,nenhum crédito obtido/todos os créditos pagos devidamente,negócios,8318,< 100,> 7,2,Mulher,uniao registrada,nenhum,4,desconhecido/sem propriedade,42,nenhum,de graça,2,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,492
Inexistente,6,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1237,100 - 500,1 - 4,1,Mulher,uniao registrada,nenhum,1,contrato de poupança/seguro de vida da sociedade civil,27,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,493
Regular,6,créditos existentes pagos devidamente até agora,rádio/televisão,368,desconhecido/semcontapoupança,> 7,4,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,38,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,494
Negativo,12,conta crítica/outros créditos existentes (não neste banco),carro (novo),2122,< 100,1 - 4,3,Homem, solteiro,nenhum,2,imobiliária,39,nenhum,alugada,2,não qualificado - residente,2,Nenhum,Não,Bom,495
Negativo,24,créditos existentes pagos devidamente até agora,móveis/equipamentos,2996,desconhecido/semcontapoupança,1 - 4,2,Homem,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",20,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,496
Regular,36,créditos existentes pagos devidamente até agora,móveis/equipamentos,9034,100 - 500,...<1ano,4,Homem, solteiro,co-requerente,1,desconhecido/sem propriedade,29,nenhum,alugada,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,497
Inexistente,24,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,1585,< 100,4 - 7,4,Homem, solteiro,nenhum,3,contrato de poupança/seguro de vida da sociedade civil,40,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,498
Regular,18,créditos existentes pagos devidamente até agora,rádio/televisão,1301,< 100,> 7,4,Homem,uniao registrada,fiador,2,imobiliária,32,nenhum,própria,1,não qualificado - residente,1,Nenhum,Sim,Bom,499
Alto,6,conta crítica/outros créditos existentes (não neste banco),carro (novo),1323,100 - 500,> 7,2,Homem,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",28,nenhum,própria,2,funcionário/funcionário qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,500
Negativo,24,créditos existentes pagos devidamente até agora,carro (novo),3123,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,1,contrato de poupança/seguro de vida da sociedade civil,27,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,501
Negativo,36,créditos existentes pagos devidamente até agora,carro (usado),5493,< 100,> 7,2,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,42,nenhum,de graça,1,funcionário/funcionário qualificado,2,Nenhum,Sim,Bom,502
Alto,9,créditos existentes pagos devidamente até agora,rádio/televisão,1126,100 - 500,> 7,2,Homem,uniao registrada,nenhum,4,imobiliária,49,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,503
Regular,24,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1216,100 - 500,...<1ano,4,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,38,banco,própria,2,funcionário/funcionário qualificado,2,Nenhum,Sim,Ruim,504
Negativo,24,créditos existentes pagos devidamente até agora,carro (novo),1207,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,24,nenhum,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,505
Inexistente,10,créditos existentes pagos devidamente até agora,carro (novo),1309,desconhecido/semcontapoupança,1 - 4,4,Homem, solteiro,fiador,4,contrato de poupança/seguro de vida da sociedade civil,27,nenhum,própria,1,não qualificado - residente,1,Nenhum,Sim,Ruim,506
Alto,15,conta crítica/outros créditos existentes (não neste banco),carro (usado),2360,500 - 1000,1 - 4,2,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",36,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,507
Regular,15,todos os créditos deste banco foram devidamente pagos,carro (novo),6850,100 - 500,desempregado,1,Homem, solteiro,nenhum,2,contrato de poupança/seguro de vida da sociedade civil,34,nenhum,própria,1,gestão / autônomo / funcionário / diretor altamente qualificado,2,"Sim, registrado em nome do cliente",Sim,Ruim,508
Inexistente,24,créditos existentes pagos devidamente até agora,rádio/televisão,1413,< 100,1 - 4,4,Homem,uniao registrada,nenhum,2,contrato de poupança/seguro de vida da sociedade civil,28,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,509
Inexistente,39,créditos existentes pagos devidamente até agora,carro (usado),8588,100 - 500,> 7,4,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",45,nenhum,própria,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,510
Negativo,12,créditos existentes pagos devidamente até agora,carro (novo),759,< 100,4 - 7,4,Homem, solteiro,nenhum,2,imobiliária,26,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,511
Inexistente,36,créditos existentes pagos devidamente até agora,carro (usado),4686,< 100,1 - 4,2,Homem, solteiro,nenhum,2,desconhecido/sem propriedade,32,nenhum,de graça,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,512
Alto,15,créditos existentes pagos devidamente até agora,negócios,2687,< 100,4 - 7,2,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,26,nenhum,alugada,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,513
Regular,12,atraso no pagamento no passado,rádio/televisão,585,< 100,1 - 4,4,Homem,uniao registrada,co-requerente,4,imobiliária,20,nenhum,alugada,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,514
Inexistente,24,créditos existentes pagos devidamente até agora,carro (novo),2255,desconhecido/semcontapoupança,...<1ano,4,Homem, solteiro,nenhum,1,contrato de poupança/seguro de vida da sociedade civil,54,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,515
Negativo,6,conta crítica/outros créditos existentes (não neste banco),carro (novo),609,< 100,4 - 7,4,Mulher,uniao registrada,nenhum,3,contrato de poupança/seguro de vida da sociedade civil,37,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Não,Bom,516
Negativo,6,conta crítica/outros créditos existentes (não neste banco),carro (novo),1361,< 100,...<1ano,2,Homem, solteiro,nenhum,4,imobiliária,40,nenhum,própria,1,não qualificado - residente,2,Nenhum,Não,Bom,517
Inexistente,36,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,7127,< 100,...<1ano,2,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,23,nenhum,alugada,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,518
Negativo,6,créditos existentes pagos devidamente até agora,carro (novo),1203,100 - 500,> 7,3,Homem, solteiro,nenhum,2,contrato de poupança/seguro de vida da sociedade civil,43,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,519
Inexistente,6,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,700,desconhecido/semcontapoupança,> 7,4,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,36,nenhum,de graça,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,520
Inexistente,24,conta crítica/outros créditos existentes (não neste banco),reparos,5507,< 100,> 7,3,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,44,nenhum,de graça,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,521
Negativo,18,créditos existentes pagos devidamente até agora,rádio/televisão,3190,< 100,1 - 4,2,Mulher,uniao registrada,nenhum,2,imobiliária,24,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,522
Negativo,48,nenhum crédito obtido/todos os créditos pagos devidamente,móveis/equipamentos,7119,< 100,1 - 4,3,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,53,nenhum,de graça,2,funcionário/funcionário qualificado,2,Nenhum,Sim,Ruim,523
Inexistente,24,créditos existentes pagos devidamente até agora,carro (usado),3488,100 - 500,4 - 7,3,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",23,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,524
Regular,18,créditos existentes pagos devidamente até agora,rádio/televisão,1113,< 100,1 - 4,4,Mulher,uniao registrada,fiador,4,imobiliária,26,nenhum,própria,1,não qualificado - residente,2,Nenhum,Sim,Bom,525
Regular,26,créditos existentes pagos devidamente até agora,carro (usado),7966,< 100,...<1ano,2,Homem, solteiro,nenhum,3,"carro ou outro, não em conta poupança/títulos",30,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,526
Inexistente,15,conta crítica/outros créditos existentes (não neste banco),educação,1532,100 - 500,1 - 4,4,Mulher,uniao registrada,nenhum,3,"carro ou outro, não em conta poupança/títulos",31,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,527
Inexistente,4,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1503,< 100,4 - 7,2,Homem, solteiro,nenhum,1,imobiliária,42,nenhum,própria,2,não qualificado - residente,2,Nenhum,Sim,Bom,528
Negativo,36,créditos existentes pagos devidamente até agora,rádio/televisão,2302,< 100,1 - 4,4,Homem,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",31,nenhum,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,529
Negativo,6,créditos existentes pagos devidamente até agora,carro (novo),662,< 100,...<1ano,3,Homem, solteiro,nenhum,4,imobiliária,41,nenhum,própria,1,não qualificado - residente,2,"Sim, registrado em nome do cliente",Sim,Bom,530
Regular,36,créditos existentes pagos devidamente até agora,educação,2273,< 100,4 - 7,3,Homem, solteiro,nenhum,1,"carro ou outro, não em conta poupança/títulos",32,nenhum,própria,2,funcionário/funcionário qualificado,2,Nenhum,Sim,Bom,531
Regular,15,créditos existentes pagos devidamente até agora,carro (novo),2631,100 - 500,1 - 4,2,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",28,nenhum,alugada,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,532
Inexistente,12,atraso no pagamento no passado,carro (usado),1503,< 100,1 - 4,4,Homem,uniao registrada,nenhum,4,imobiliária,41,nenhum,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,533
Inexistente,24,créditos existentes pagos devidamente até agora,rádio/televisão,1311,100 - 500,4 - 7,4,Homem,uniao registrada,nenhum,3,contrato de poupança/seguro de vida da sociedade civil,26,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,534
Inexistente,24,créditos existentes pagos devidamente até agora,rádio/televisão,3105,desconhecido/semcontapoupança,...<1ano,4,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",25,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,535
Alto,21,conta crítica/outros créditos existentes (não neste banco),educação,2319,< 100,...<1ano,2,Homem,uniao registrada,nenhum,1,"carro ou outro, não em conta poupança/títulos",33,nenhum,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,536
Negativo,6,créditos existentes pagos devidamente até agora,carro (novo),1374,desconhecido/semcontapoupança,desempregado,4,Mulher,uniao registrada,nenhum,3,contrato de poupança/seguro de vida da sociedade civil,75,nenhum,própria,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,537
Regular,18,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,3612,< 100,> 7,3,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,37,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,538
Negativo,48,créditos existentes pagos devidamente até agora,carro (novo),7763,< 100,> 7,4,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,42,banco,de graça,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,Nenhum,Sim,Ruim,539
Alto,18,créditos existentes pagos devidamente até agora,móveis/equipamentos,3049,< 100,...<1ano,1,Mulher,uniao registrada,nenhum,1,contrato de poupança/seguro de vida da sociedade civil,45,lojas,própria,1,não qualificado - residente,1,Nenhum,Sim,Bom,540
Regular,12,créditos existentes pagos devidamente até agora,rádio/televisão,1534,< 100,...<1ano,1,Homem,uniao registrada,nenhum,1,imobiliária,23,nenhum,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,541
Inexistente,24,atraso no pagamento no passado,carro (novo),2032,< 100,> 7,4,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,60,nenhum,de graça,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,542
Negativo,30,créditos existentes pagos devidamente até agora,móveis/equipamentos,6350,desconhecido/semcontapoupança,> 7,4,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,31,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,543
Alto,18,créditos existentes pagos devidamente até agora,móveis/equipamentos,2864,< 100,1 - 4,2,Homem, solteiro,nenhum,1,imobiliária,34,nenhum,própria,1,não qualificado - residente,2,Nenhum,Sim,Ruim,544
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),carro (novo),1255,< 100,> 7,4,Homem, solteiro,nenhum,4,imobiliária,61,nenhum,própria,2,não qualificado - residente,1,Nenhum,Sim,Bom,545
Negativo,24,atraso no pagamento no passado,carro (novo),1333,< 100,desempregado,4,Homem, solteiro,nenhum,2,imobiliária,43,nenhum,de graça,2,funcionário/funcionário qualificado,2,Nenhum,Sim,Ruim,546
Inexistente,24,conta crítica/outros créditos existentes (não neste banco),carro (novo),2022,< 100,1 - 4,4,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",37,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,547
Inexistente,24,créditos existentes pagos devidamente até agora,rádio/televisão,1552,< 100,4 - 7,3,Homem, solteiro,nenhum,1,"carro ou outro, não em conta poupança/títulos",32,banco,própria,1,funcionário/funcionário qualificado,2,Nenhum,Sim,Bom,548
Negativo,12,todos os créditos deste banco foram devidamente pagos,rádio/televisão,626,< 100,1 - 4,4,Mulher,uniao registrada,nenhum,4,imobiliária,24,banco,própria,1,não qualificado - residente,1,Nenhum,Sim,Ruim,549
Inexistente,48,conta crítica/outros créditos existentes (não neste banco),carro (usado),8858,desconhecido/semcontapoupança,4 - 7,2,Homem, solteiro,nenhum,1,desconhecido/sem propriedade,35,nenhum,de graça,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,550
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),reparos,996,desconhecido/semcontapoupança,4 - 7,4,Mulher,uniao registrada,nenhum,4,imobiliária,23,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,551
Inexistente,6,todos os créditos deste banco foram devidamente pagos,rádio/televisão,1750,500 - 1000,> 7,2,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,45,banco,própria,1,não qualificado - residente,2,Nenhum,Sim,Bom,552
Negativo,48,créditos existentes pagos devidamente até agora,rádio/televisão,6999,< 100,4 - 7,1,Homem,uniao registrada,fiador,1,imobiliária,34,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,553
Regular,12,conta crítica/outros créditos existentes (não neste banco),carro (novo),1995,100 - 500,...<1ano,4,Homem, solteiro,nenhum,1,"carro ou outro, não em conta poupança/títulos",27,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,554
Regular,9,créditos existentes pagos devidamente até agora,educação,1199,< 100,4 - 7,4,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,67,nenhum,própria,2,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,555
Regular,12,créditos existentes pagos devidamente até agora,rádio/televisão,1331,< 100,...<1ano,2,Homem, solteiro,nenhum,1,"carro ou outro, não em conta poupança/títulos",22,lojas,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,556
Regular,18,nenhum crédito obtido/todos os créditos pagos devidamente,carro (novo),2278,100 - 500,...<1ano,3,Mulher,uniao registrada,nenhum,3,"carro ou outro, não em conta poupança/títulos",28,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,557
Inexistente,21,nenhum crédito obtido/todos os créditos pagos devidamente,carro (novo),5003,desconhecido/semcontapoupança,1 - 4,1,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,29,banco,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,558
Negativo,24,todos os créditos deste banco foram devidamente pagos,móveis/equipamentos,3552,< 100,4 - 7,3,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",27,banco,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,559
Regular,18,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,1928,< 100,...<1ano,2,Homem, solteiro,nenhum,2,imobiliária,31,nenhum,própria,2,não qualificado - residente,1,Nenhum,Sim,Ruim,560
Negativo,24,créditos existentes pagos devidamente até agora,carro (usado),2964,desconhecido/semcontapoupança,> 7,4,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,49,banco,de graça,1,funcionário/funcionário qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,561
Negativo,24,todos os créditos deste banco foram devidamente pagos,rádio/televisão,1546,< 100,4 - 7,4,Homem, solteiro,fiador,4,"carro ou outro, não em conta poupança/títulos",24,banco,alugada,1,não qualificado - residente,1,Nenhum,Sim,Ruim,562
Alto,6,atraso no pagamento no passado,rádio/televisão,683,< 100,...<1ano,2,Mulher,uniao registrada,nenhum,1,contrato de poupança/seguro de vida da sociedade civil,29,banco,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,563
